sizes,p1_difficult,p2_difficult,p1_algorithm,p2_algorithm,p1_evaluation,p2_evaluation,player_winner,total_plays,total_time,p1_medium_time_play,p1_medium_time_play_catch,p2_medium_time_play,p2_medium_time_play_catch
5,7,100,Minimax,Montecarlo,1,100,Player 2,30,213.4504518508911,29.855083669934952,0.1457918882369995,0.3750913937886556,0.16198954582214356
5,100,7,Montecarlo,Minimax,NA,7,Player 1,39,61.84600019454956,0.31604212522506714,0.19809611638387045,4.636158744494121,0.2147510051727295
5,100,7,Montecarlo,Minimax,NA,7,Player 1,39,95.37184119224548,0.3344855308532715,0.19088315963745117,8.247790575027466,1.5425696849822998
5,2,500,Minimax,Montecarlo,1,500,Player 2,24,17.793500661849976,0.026433825492858887,0.0,1.599168062210083,1.5734672886984689
5,2,500,Minimax,Montecarlo,1,500,Player 2,20,14.566847801208496,0.036173492670059204,0.009631156921386719,2.501824975013733,1.29890057018825
5,2,500,Minimax,Montecarlo,1,500,Player 2,24,14.65616488456726,0.032578842980521064,0.0,1.9439330101013184,1.0724474787712097
5,500,5,Montecarlo,Minimax,NA,5,Player 1,31,22.819958448410034,1.5059385001659393,0.6543387969334921,0.5562635958194733,0.028272199630737304
5,500,5,Montecarlo,Minimax,NA,5,Player 1,31,23.92160987854004,1.5745056867599487,0.6403961181640625,0.5011843575371636,0.01965320110321045
5,5,500,Minimax,Montecarlo,1,500,Player 2,26,28.465136528015137,1.3598158657550812,0.0546872615814209,2.5211958408355715,0.579338264465332
5,7,500,Minimax,Montecarlo,1,500,Player 2,40,350.3113250732422,25.28200348218282,0.1197819709777832,3.372700500488281,1.0051109109606062
5,7,500,Minimax,Montecarlo,1,500,Player 2,32,407.64954805374146,37.032395362854004,2.6824880838394165,2.0478200018405914,1.5689140558242798
5,7,500,Minimax,Montecarlo,1,500,Player 2,30,217.95514488220215,21.77263691690233,1.039758602778117,1.735299927847726,0.7781333923339844
5,1000,2,Montecarlo,Minimax,NA,2,Player 1,21,28.66602873802185,5.323696255683899,2.0179532936641147,0.017560044924418133,0.002462148666381836
5,1000,2,Montecarlo,Minimax,NA,2,Player 1,23,33.401148080825806,4.375837643941243,2.844956500189645,0.023366848627726238,0.00520634651184082
5,1000,2,Montecarlo,Minimax,NA,2,Player 1,23,34.952428102493286,4.681771814823151,2.0027792751789093,0.024551119123186384,0.003906726837158203
5,5,1000,Minimax,Montecarlo,1,1000,Player 2,32,54.84005880355835,0.9177789037877863,0.08203452825546265,4.181942313909531,1.217479842049735
5,1000,5,Montecarlo,Minimax,NA,5,Player 1,27,50.31283497810364,4.526197751363118,2.0891016324361167,1.400878838130406,0.04762101173400879
5,5,1000,Minimax,Montecarlo,1,1000,Player 2,32,49.697858810424805,1.0954142941368952,0.018722963333129884,3.612587034702301,1.2577413320541382
5,1000,7,Montecarlo,Minimax,NA,7,Player 2,36,144.88441967964172,2.499407273072463,1.282222827275594,11.918467415703667,0.05989296095711844
5,7,1000,Minimax,Montecarlo,1,1000,Player 2,32,231.23570823669434,24.735830903053284,0.2656078338623047,3.2793313435145786,1.2399550676345825
5,1000,7,Montecarlo,Minimax,NA,7,Player 1,33,131.2794599533081,4.581049293279648,1.4000713348388671,11.560788256781441,0.3566199779510498
6,5,1000,Minimax,Montecarlo,1,1000,Player 2,40,203.73265957832336,4.825659568493183,0.6338630318641663,10.214484512805939,4.081068674723308
6,1000,5,Montecarlo,Minimax,NA,5,Player 2,66,254.06972575187683,6.758047866821289,5.474483524050031,3.6762812402513294,0.15811218155754936
6,1000,5,Montecarlo,Minimax,NA,5,Player 1,73,257.398384809494,5.308830219766368,4.042251348495483,3.9860379073930825,0.11129959424336751
6,1000,5,Montecarlo,Minimax,NA,5,Player 1,67,243.89574694633484,7.012742983667474,4.00600790977478,3.629804319805569,0.20472264289855957
6,1000,5,Montecarlo,Minimax,NA,5,Player 1,53,189.9176685810089,6.607533403805324,3.547644509209527,3.739267723900931,0.12318122386932373
6,2000,5,Montecarlo,Minimax,NA,5,Player 1,45,354.5115439891815,19.936346411705017,6.59266013569302,4.596680329396174,0.11660852432250976
6,2000,5,Montecarlo,Minimax,NA,5,Player 1,61,454.23201417922974,13.655080093277824,10.9217469394207,4.30185067653656,0.21890134281582302
6,5,2000,Minimax,Montecarlo,1,2000,Player 1,59,670.7648205757141,8.858270533879598,0.4647183201529763,17.301541301939224,19.70052436419896
6,2000,5,Montecarlo,Minimax,NA,5,Player 1,43,440.3251211643219,26.520303779178196,12.979700446128845,4.076457166671753,0.31381456057230633
6,2000,5,Montecarlo,Minimax,NA,5,Player 1,59,763.2758281230927,29.043949225369623,14.412433438830906,6.768372615178426,0.19585493632725307
