sizes,p1_difficult,p2_difficult,player_winner,total_plays,total_time,p1_medium_time_play,p1_medium_time_play_catch,p2_medium_time_play,p2_medium_time_play_catch
6,3,1,Player 1,35,59.76975774765015,8.634983976682028,0.46227229725230823,0.06215207917349679,0.003741621971130371
6,2,3,Player 2,36,185.07929134368896,5.087700296850765,0.8930284976959229,15.101190527280172,0.5905592640240988
6,1,2,Player 2,30,6.864821195602417,0.04855039715766907,0.0049613118171691895,1.5056434472401936,0.14435919125874838
